iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
599	1499	2004	1499	4014	1499	2004	4014
600	1501	2006	1501	4014	1501	2006	4014
601	1503	2007	1503	4014	1503	2007	4014
602	1502	2007	1502	4014	1502	2007	4014
603	1502	2007	1502	4014	1502	2007	4014
604	1502	2006	1502	4014	1502	2006	4014
605	1504	2005	1504	4014	1504	2005	4014
606	1506	2009	1506	4014	1506	2009	4014
607	1506	2009	1506	4014	1506	2009	4014
608	1505	2010	1505	4014	1505	2010	4014
609	1503	2008	1503	4014	1503	2008	4014
610	1504	2010	1504	4014	1504	2010	4014
611	1506	2010	1506	4014	1506	2010	4014
612	1507	2011	1507	4014	1507	2011	4014
613	1508	2011	1508	4014	1508	2011	4014
614	1510	2013	1510	4014	1510	2013	4014
615	1510	2012	1510	4014	1510	2012	4014
616	1510	2012	1510	4014	1510	2012	4014
617	1511	2013	1511	4014	1511	2013	4014
618	1511	2013	1511	4014	1511	2013	4014
619	1510	2012	1510	4014	1510	2012	4014
620	1510	2013	1510	4014	1510	2013	4014
621	1511	2015	1511	4014	1511	2015	4014
622	1511	2015	1511	4014	1511	2015	4014
623	1513	2017	1513	4014	1513	2017	4014
624	1516	2019	1516	4014	1516	2019	4014
625	1516	2019	1516	4014	1516	2019	4014
626	1516	2019	1516	4014	1516	2019	4014
627	1517	2020	1517	4014	1517	2020	4014
628	1516	2019	1516	4014	1516	2019	4014
629	1517	2021	1517	4014	1517	2021	4014
630	1518	2022	1518	4014	1518	2022	4014
631	1520	2023	1520	4014	1520	2023	4014
632	1521	2024	1521	4014	1521	2024	4014
633	1522	2025	1522	4014	1522	2025	4014
634	1523	2026	1523	4014	1523	2026	4014
635	1523	2027	1523	4014	1523	2027	4014
636	1526	2028	1526	4014	1526	2028	4014
637	1528	2030	1528	4014	1528	2030	4014
638	1528	2030	1528	4014	1528	2030	4014
639	1529	2031	1529	4014	1529	2031	4014
640	1530	2032	1530	4014	1530	2032	4014
641	1528	2030	1528	4014	1528	2030	4014
642	1532	2033	1532	4014	1532	2033	4014
643	1532	2033	1532	4014	1532	2033	4014
644	1532	2033	1532	4014	1532	2033	4014
645	1532	2034	1532	4014	1532	2034	4014
646	1532	2033	1532	4014	1532	2033	4014
647	1533	2034	1533	4014	1533	2034	4014
648	1532	2033	1532	4014	1532	2033	4014
649	1536	2035	1536	4014	1536	2035	4014
650	1538	2038	1538	4014	1538	2038	4014
651	1539	2040	1539	4014	1539	2040	4014
652	1540	2037	1540	4014	1540	2037	4014
653	1541	2039	1541	4014	1541	2039	4014
654	1543	2040	1543	4014	1543	2040	4014
655	1542	2040	1542	4014	1542	2040	4014
656	1539	2036	1539	4014	1539	2036	4014
657	1542	2039	1542	4014	1542	2039	4014
658	1542	2039	1542	4014	1542	2039	4014
659	1543	2039	1543	4014	1543	2039	4014
660	1543	2038	1543	4014	1543	2038	4014
661	1543	2038	1543	4014	1543	2038	4014
662	1543	2038	1543	4014	1543	2038	4014
663	1545	2040	1545	4014	1545	2040	4014
664	1545	2036	1545	4014	1545	2036	4014
665	1545	2036	1545	4014	1545	2036	4014
666	1543	2033	1543	4014	1543	2033	4014
667	1543	2033	1543	4014	1543	2033	4014
668	1543	2032	1543	4014	1543	2032	4014
669	1544	2033	1544	4014	1544	2033	4014
670	1544	2034	1544	4014	1544	2034	4014
671	1547	2037	1547	4014	1547	2037	4014
672	1547	2036	1547	4014	1547	2036	4014
673	1547	2035	1547	4014	1547	2035	4014
674	1548	2037	1548	4014	1548	2037	4014
675	1547	2036	1547	4014	1547	2036	4014
676	1548	2036	1548	4014	1548	2036	4014
677	1549	2037	1549	4014	1549	2037	4014
678	1550	2038	1550	4014	1550	2038	4014
679	1551	2038	1551	4014	1551	2038	4014
680	1553	2040	1553	4014	1553	2040	4014
681	1552	2039	1552	4014	1552	2039	4014
682	1556	2042	1556	4014	1556	2042	4014
683	1560	2046	1560	4014	1560	2046	4014
684	1559	2045	1559	4014	1559	2045	4014
685	1560	2046	1560	4014	1560	2046	4014
686	1560	2045	1560	4014	1560	2045	4014
687	1561	2046	1561	4014	1561	2046	4014
688	1561	2046	1561	4014	1561	2046	4014
689	1560	2045	1560	4014	1560	2045	4014
690	1560	2045	1560	4014	1560	2045	4014
691	1562	2046	1562	4014	1562	2046	4014
692	1562	2046	1562	4014	1562	2046	4014
693	1563	2047	1563	4014	1563	2047	4014
694	1562	2043	1562	4014	1562	2043	4014
695	1562	2043	1562	4014	1562	2043	4014
696	1562	2043	1562	4014	1562	2043	4014
697	1562	2043	1562	4014	1562	2043	4014
698	1563	2043	1563	4014	1563	2043	4014
699	1564	2044	1564	4014	1564	2044	4014
700	1565	2046	1565	4014	1565	2046	4014
701	1566	2044	1566	4014	1566	2044	4014
702	1566	2044	1566	4014	1566	2044	4014
703	1566	2044	1566	4014	1566	2044	4014
704	1566	2044	1566	4014	1566	2044	4014
705	1568	2046	1568	4014	1568	2046	4014
706	1568	2046	1568	4014	1568	2046	4014
707	1569	2045	1569	4014	1569	2045	4014
708	1570	2046	1570	4014	1570	2046	4014
709	1569	2045	1569	4014	1569	2045	4014
710	1569	2045	1569	4014	1569	2045	4014
711	1568	2045	1568	4014	1568	2045	4014
712	1571	2046	1571	4014	1571	2046	4014
713	1571	2046	1571	4014	1571	2046	4014
714	1572	2048	1572	4014	1572	2048	4014
715	1574	2051	1574	4014	1574	2051	4014
716	1573	2049	1573	4014	1573	2049	4014
717	1573	2049	1573	4014	1573	2049	4014
718	1574	2050	1574	4014	1574	2050	4014
719	1572	2048	1572	4014	1572	2048	4014
720	1574	2050	1574	4014	1574	2050	4014
721	1574	2049	1574	4014	1574	2049	4014
722	1575	2049	1575	4014	1575	2049	4014
723	1575	2049	1575	4014	1575	2049	4014
724	1577	2051	1577	4014	1577	2051	4014
725	1578	2052	1578	4014	1578	2052	4014
726	1578	2052	1578	4014	1578	2052	4014
727	1577	2050	1577	4014	1577	2050	4014
728	1576	2049	1576	4014	1576	2049	4014
729	1577	2050	1577	4014	1577	2050	4014
730	1577	2050	1577	4014	1577	2050	4014
731	1577	2050	1577	4014	1577	2050	4014
732	1577	2047	1577	4014	1577	2047	4014
733	1577	2047	1577	4014	1577	2047	4014
734	1578	2048	1578	4014	1578	2048	4014
735	1579	2050	1579	4014	1579	2050	4014
736	1579	2047	1579	4014	1579	2047	4014
737	1579	2047	1579	4014	1579	2047	4014
738	1578	2046	1578	4014	1578	2046	4014
739	1579	2046	1579	4014	1579	2046	4014
740	1584	2051	1584	4014	1584	2051	4014
741	1585	2053	1585	4014	1585	2053	4014
742	1584	2054	1584	4014	1584	2054	4014
743	1585	2055	1585	4014	1585	2055	4014
744	1584	2054	1584	4014	1584	2054	4014
745	1584	2054	1584	4014	1584	2054	4014
746	1582	2049	1582	4014	1582	2049	4014
747	1586	2054	1586	4014	1586	2054	4014
748	1584	2052	1584	4014	1584	2052	4014
749	1584	2052	1584	4014	1584	2052	4014
750	1586	2053	1586	4014	1586	2053	4014
751	1586	2054	1586	4014	1586	2054	4014
752	1587	2052	1587	4014	1587	2052	4014
753	1588	2054	1588	4014	1588	2054	4014
754	1587	2053	1587	4014	1587	2053	4014
755	1589	2054	1589	4014	1589	2054	4014
756	1588	2053	1588	4014	1588	2053	4014
757	1588	2053	1588	4014	1588	2053	4014
758	1589	2054	1589	4014	1589	2054	4014
759	1590	2055	1590	4014	1590	2055	4014
760	1590	2055	1590	4014	1590	2055	4014
761	1588	2052	1588	4014	1588	2052	4014
762	1588	2051	1588	4014	1588	2051	4014
763	1586	2049	1586	4014	1586	2049	4014
764	1587	2050	1587	4014	1587	2050	4014
765	1588	2051	1588	4014	1588	2051	4014
766	1587	2049	1587	4014	1587	2049	4014
767	1587	2049	1587	4014	1587	2049	4014
768	1587	2049	1587	4014	1587	2049	4014
769	1587	2049	1587	4014	1587	2049	4014
770	1586	2049	1586	4014	1586	2049	4014
771	1589	2053	1589	4014	1589	2053	4014
772	1589	2053	1589	4014	1589	2053	4014
773	1588	2052	1588	4014	1588	2052	4014
774	1588	2052	1588	4014	1588	2052	4014
775	1590	2053	1590	4014	1590	2053	4014
776	1588	2051	1588	4014	1588	2051	4014
777	1591	2053	1591	4014	1591	2053	4014
778	1590	2052	1590	4014	1590	2052	4014
779	1590	2052	1590	4014	1590	2052	4014
780	1589	2053	1589	4014	1589	2053	4014
781	1589	2052	1589	4014	1589	2052	4014
782	1589	2052	1589	4014	1589	2052	4014
783	1593	2057	1593	4014	1593	2057	4014
784	1593	2057	1593	4014	1593	2057	4014
785	1594	2060	1594	4014	1594	2060	4014
786	1595	2060	1595	4014	1595	2060	4014
787	1593	2057	1593	4014	1593	2057	4014
788	1591	2056	1591	4014	1591	2056	4014
789	1592	2057	1592	4014	1592	2057	4014
790	1593	2057	1593	4014	1593	2057	4014
791	1593	2057	1593	4014	1593	2057	4014
792	1595	2058	1595	4014	1595	2058	4014
793	1598	2060	1598	4014	1598	2060	4014
794	1601	2062	1601	4014	1601	2062	4014
795	1600	2061	1600	4014	1600	2061	4014
796	1600	2061	1600	4014	1600	2061	4014
797	1600	2061	1600	4014	1600	2061	4014
798	1602	2062	1602	4014	1602	2062	4014
799	1603	2062	1603	4014	1603	2062	4014
800	1602	2061	1602	4014	1602	2061	4014
801	1601	2060	1601	4014	1601	2060	4014
802	1603	2062	1603	4014	1603	2062	4014
803	1603	2062	1603	4014	1603	2062	4014
804	1602	2061	1602	4014	1602	2061	4014
805	1603	2062	1603	4014	1603	2062	4014
806	1606	2064	1606	4014	1606	2064	4014
807	1606	2065	1606	4014	1606	2065	4014
808	1606	2067	1606	4014	1606	2067	4014
809	1606	2067	1606	4014	1606	2067	4014
810	1606	2067	1606	4014	1606	2067	4014
811	1609	2069	1609	4014	1609	2069	4014
812	1609	2068	1609	4014	1609	2068	4014
813	1609	2067	1609	4014	1609	2067	4014
814	1610	2068	1610	4014	1610	2068	4014
815	1610	2068	1610	4014	1610	2068	4014
816	1611	2069	1611	4014	1611	2069	4014
817	1611	2069	1611	4014	1611	2069	4014
818	1612	2069	1612	4014	1612	2069	4014
819	1612	2069	1612	4014	1612	2069	4014
820	1616	2072	1616	4014	1616	2072	4014
821	1618	2075	1618	4014	1618	2075	4014
822	1618	2073	1618	4014	1618	2073	4014
823	1616	2072	1616	4014	1616	2072	4014
824	1616	2072	1616	4014	1616	2072	4014
825	1616	2072	1616	4014	1616	2072	4014
826	1616	2072	1616	4014	1616	2072	4014
827	1617	2073	1617	4014	1617	2073	4014
828	1615	2068	1615	4014	1615	2068	4014
829	1616	2067	1616	4014	1616	2067	4014
830	1617	2069	1617	4014	1617	2069	4014
831	1617	2069	1617	4014	1617	2069	4014
832	1617	2069	1617	4014	1617	2069	4014
833	1617	2069	1617	4014	1617	2069	4014
834	1616	2068	1616	4014	1616	2068	4014
835	1614	2064	1614	4014	1614	2064	4014
836	1613	2063	1613	4014	1613	2063	4014
837	1613	2063	1613	4014	1613	2063	4014
838	1615	2064	1615	4014	1615	2064	4014
839	1615	2064	1615	4014	1615	2064	4014
840	1615	2065	1615	4014	1615	2065	4014
841	1614	2064	1614	4014	1614	2064	4014
842	1615	2065	1615	4014	1615	2065	4014
843	1615	2066	1615	4014	1615	2066	4014
844	1616	2066	1616	4014	1616	2066	4014
845	1618	2068	1618	4014	1618	2068	4014
846	1618	2068	1618	4014	1618	2068	4014
847	1620	2070	1620	4014	1620	2070	4014
848	1622	2072	1622	4014	1622	2072	4014
849	1622	2072	1622	4014	1622	2072	4014
850	1623	2073	1623	4014	1623	2073	4014
851	1620	2070	1620	4014	1620	2070	4014
852	1620	2070	1620	4014	1620	2070	4014
853	1621	2071	1621	4014	1621	2071	4014
854	1621	2071	1621	4014	1621	2071	4014
855	1622	2072	1622	4014	1622	2072	4014
856	1624	2071	1624	4014	1624	2071	4014
857	1625	2071	1625	4014	1625	2071	4014
858	1624	2069	1624	4014	1624	2069	4014
859	1624	2071	1624	4014	1624	2071	4014
860	1623	2069	1623	4014	1623	2069	4014
861	1623	2069	1623	4014	1623	2069	4014
862	1624	2070	1624	4014	1624	2070	4014
863	1625	2072	1625	4014	1625	2072	4014
864	1627	2074	1627	4014	1627	2074	4014
865	1627	2074	1627	4014	1627	2074	4014
866	1628	2076	1628	4014	1628	2076	4014
867	1631	2079	1631	4014	1631	2079	4014
868	1631	2078	1631	4014	1631	2078	4014
869	1629	2077	1629	4014	1629	2077	4014
870	1631	2079	1631	4014	1631	2079	4014
871	1632	2077	1632	4014	1632	2077	4014
872	1633	2079	1633	4014	1633	2079	4014
873	1633	2079	1633	4014	1633	2079	4014
874	1633	2079	1633	4014	1633	2079	4014
875	1633	2079	1633	4014	1633	2079	4014
876	1633	2079	1633	4014	1633	2079	4014
877	1636	2081	1636	4014	1636	2081	4014
878	1636	2081	1636	4014	1636	2081	4014
879	1638	2081	1638	4014	1638	2081	4014
880	1638	2081	1638	4014	1638	2081	4014
881	1638	2083	1638	4014	1638	2083	4014
882	1638	2082	1638	4014	1638	2082	4014
883	1640	2083	1640	4014	1640	2083	4014
884	1639	2083	1639	4014	1639	2083	4014
885	1639	2083	1639	4014	1639	2083	4014
886	1641	2083	1641	4014	1641	2083	4014
887	1640	2084	1640	4014	1640	2084	4014
888	1640	2083	1640	4014	1640	2083	4014
889	1640	2083	1640	4014	1640	2083	4014
890	1640	2084	1640	4014	1640	2084	4014
891	1641	2085	1641	4014	1641	2085	4014
892	1641	2083	1641	4014	1641	2083	4014
893	1640	2082	1640	4014	1640	2082	4014
894	1641	2083	1641	4014	1641	2083	4014
895	1642	2084	1642	4014	1642	2084	4014
896	1642	2086	1642	4014	1642	2086	4014
897	1640	2084	1640	4014	1640	2084	4014
898	1642	2085	1642	4014	1642	2085	4014
899	1646	2090	1646	4014	1646	2090	4014
900	1646	2089	1646	4014	1646	2089	4014
901	1646	2089	1646	4014	1646	2089	4014
902	1649	2092	1649	4014	1649	2092	4014
903	1647	2091	1647	4014	1647	2091	4014
904	1644	2089	1644	4014	1644	2089	4014
905	1645	2088	1645	4014	1645	2088	4014
906	1645	2087	1645	4014	1645	2087	4014
907	1645	2087	1645	4014	1645	2087	4014
908	1645	2087	1645	4014	1645	2087	4014
909	1645	2087	1645	4014	1645	2087	4014
910	1648	2091	1648	4014	1648	2091	4014
911	1648	2090	1648	4014	1648	2090	4014
912	1647	2089	1647	4014	1647	2089	4014
913	1648	2088	1648	4014	1648	2088	4014
914	1649	2090	1649	4014	1649	2090	4014
915	1652	2091	1652	4014	1652	2091	4014
916	1652	2092	1652	4014	1652	2092	4014
917	1653	2090	1653	4014	1653	2090	4014
918	1652	2089	1652	4014	1652	2089	4014
919	1651	2089	1651	4014	1651	2089	4014
920	1651	2089	1651	4014	1651	2089	4014
921	1653	2090	1653	4014	1653	2090	4014
922	1670	2120	1670	4014	1670	2120	4014
923	1653	2088	1653	4014	1653	2088	4014
924	1670	2118	1670	4014	1670	2118	4014
925	1673	2122	1673	4014	1673	2122	4014
926	1674	2123	1674	4014	1674	2123	4014
927	1674	2123	1674	4014	1674	2123	4014
928	1675	2124	1675	4014	1675	2124	4014
929	1676	2126	1676	4014	1676	2126	4014
930	1677	2129	1677	4014	1677	2129	4014
931	1677	2129	1677	4014	1677	2129	4014
932	1678	2130	1678	4014	1678	2130	4014
933	1676	2127	1676	4014	1676	2127	4014
934	1677	2127	1677	4014	1677	2127	4014
935	1679	2129	1679	4014	1679	2129	4014
936	1679	2128	1679	4014	1679	2128	4014
937	1680	2129	1680	4014	1680	2129	4014
938	1679	2128	1679	4014	1679	2128	4014
939	1682	2129	1682	4014	1682	2129	4014
940	1681	2130	1681	4014	1681	2130	4014
941	1685	2132	1685	4014	1685	2132	4014
942	1686	2132	1686	4014	1686	2132	4014
943	1685	2132	1685	4014	1685	2132	4014
944	1684	2130	1684	4014	1684	2130	4014
945	1687	2133	1687	4014	1687	2133	4014
946	1688	2134	1688	4014	1688	2134	4014
947	1688	2134	1688	4014	1688	2134	4014
948	1688	2133	1688	4014	1688	2133	4014
949	1690	2135	1690	4014	1690	2135	4014
950	1691	2135	1691	4014	1691	2135	4014
951	1690	2134	1690	4014	1690	2134	4014
952	1690	2134	1690	4014	1690	2134	4014
953	1689	2133	1689	4014	1689	2133	4014
954	1689	2132	1689	4014	1689	2132	4014
955	1689	2133	1689	4014	1689	2133	4014
956	1685	2129	1685	4014	1685	2129	4014
957	1687	2131	1687	4014	1687	2131	4014
958	1689	2132	1689	4014	1689	2132	4014
959	1688	2131	1688	4014	1688	2131	4014
960	1688	2131	1688	4014	1688	2131	4014
961	1690	2133	1690	4014	1690	2133	4014
962	1690	2133	1690	4014	1690	2133	4014
963	1694	2138	1694	4014	1694	2138	4014
964	1695	2139	1695	4014	1695	2139	4014
965	1697	2141	1697	4014	1697	2141	4014
966	1697	2141	1697	4014	1697	2141	4014
967	1696	2140	1696	4014	1696	2140	4014
968	1696	2140	1696	4014	1696	2140	4014
969	1698	2142	1698	4014	1698	2142	4014
970	1698	2142	1698	4014	1698	2142	4014
971	1698	2142	1698	4014	1698	2142	4014
972	1697	2141	1697	4014	1697	2141	4014
973	1697	2141	1697	4014	1697	2141	4014
974	1699	2140	1699	4014	1699	2140	4014
975	1699	2140	1699	4014	1699	2140	4014
976	1699	2142	1699	4014	1699	2142	4014
977	1700	2141	1700	4014	1700	2141	4014
978	1699	2141	1699	4014	1699	2141	4014
979	1699	2141	1699	4014	1699	2141	4014
980	1702	2145	1702	4014	1702	2145	4014
981	1704	2146	1704	4014	1704	2146	4014
982	1706	2149	1706	4014	1706	2149	4014
983	1703	2146	1703	4014	1703	2146	4014
984	1705	2148	1705	4014	1705	2148	4014
985	1706	2149	1706	4014	1706	2149	4014
986	1705	2147	1705	4014	1705	2147	4014
987	1705	2147	1705	4014	1705	2147	4014
988	1706	2148	1706	4014	1706	2148	4014
989	1707	2149	1707	4014	1707	2149	4014
990	1707	2148	1707	4014	1707	2148	4014
991	1706	2147	1706	4014	1706	2147	4014
992	1706	2147	1706	4014	1706	2147	4014
993	1708	2147	1708	4014	1708	2147	4014
994	1708	2148	1708	4014	1708	2148	4014
995	1708	2147	1708	4014	1708	2147	4014
996	1709	2148	1709	4014	1709	2148	4014
997	1707	2145	1707	4014	1707	2145	4014
998	1705	2145	1705	4014	1705	2145	4014
999	1705	2145	1705	4014	1705	2145	4014
